Model,Classifier,Parameters,AUC-ROC,f1_score_5,f1_score_10,f1_score_20,Accuracy,Precision_5,Precision_10,Precision_20,Recall_5,Recall_10,Recall_20
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 2}",0.6070808209973373,0.3027151935297516,0.592503022974607,0.4928409947249435,0.9017666666666667,0.34933333333333333,0.49,0.327,0.2670744138634047,0.7492354740061162,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 5}",0.6383822952089413,0.26920854997111493,0.2825473599355099,0.4928409947249435,0.9120666666666667,0.31066666666666665,0.23366666666666666,0.327,0.23751274209989806,0.35728848114169215,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 10}",0.6769672260720287,0.2790294627383016,0.30108827085852485,0.4928409947249435,0.9198666666666667,0.322,0.249,0.327,0.24617737003058104,0.38073394495412843,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2}",0.5268734240751902,0.8665511265164645,0.7629987908101572,0.4755086661642804,0.9346,1.0,0.631,0.3155,0.764525993883792,0.9648318042813455,0.9648318042813455
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 5}",0.6730501505929153,0.5447718082033506,0.3800886739218057,0.4928409947249435,0.9346,0.6286666666666667,0.31433333333333335,0.327,0.48063200815494395,0.48063200815494395,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 10}",0.6627861750751983,0.40843443096476023,0.7908101571946796,0.4928409947249435,0.9346,0.4713333333333333,0.654,0.327,0.36034658511722734,1.0,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 2}",0.6627861750751983,0.40843443096476023,0.7908101571946796,0.4928409947249435,0.9346,0.4713333333333333,0.654,0.327,0.36034658511722734,1.0,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 5}",0.5445164742563228,0.5176198729058348,0.3611446997178557,0.2250690781210751,0.9346,0.5973333333333334,0.2986666666666667,0.14933333333333335,0.4566768603465851,0.4566768603465851,0.4566768603465851
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 10}",0.7246232341298278,0.7694974003466204,0.5368802902055623,0.33458929917106256,0.9346,0.888,0.444,0.222,0.6788990825688074,0.6788990825688074,0.6788990825688074
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2}",0.8333348694021562,0.4095898324667822,0.4308746473196292,0.37201708113539306,0.9373333333333334,0.4726666666666667,0.35633333333333334,0.24683333333333332,0.3613659531090724,0.5448521916411825,0.754841997961264
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5}",0.8193176051520003,0.3859041016753322,0.3635630794034664,0.3190153227832203,0.9372,0.44533333333333336,0.3006666666666667,0.21166666666666667,0.34046890927624873,0.4597349643221203,0.6472986748216106
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10}",0.8013630602097533,0.33217793183131133,0.32728738411930675,0.36498367244410956,0.9351333333333334,0.38333333333333336,0.27066666666666667,0.24216666666666667,0.2930682976554536,0.4138634046890928,0.7405708460754332
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2}",0.7954914144114449,0.5673021374927788,0.42079806529625147,0.36071338859583013,0.9349666666666666,0.6546666666666666,0.348,0.23933333333333334,0.5005096839959225,0.5321100917431193,0.7319062181447502
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5}",0.8112208773167099,0.39052570768342,0.4735993550987505,0.38482793268023113,0.9371333333333334,0.45066666666666666,0.39166666666666666,0.25533333333333336,0.34454638124362896,0.5988786952089704,0.780835881753313
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10}",0.8203383728751987,0.43327556325823224,0.4042724707779121,0.3436322532027129,0.9363,0.5,0.3343333333333333,0.228,0.382262996941896,0.5112130479102956,0.6972477064220184
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2}",0.8244150813527498,0.3801270941652224,0.39258363563079407,0.34212509419743786,0.9352666666666667,0.43866666666666665,0.32466666666666666,0.227,0.33537206931702346,0.4964322120285423,0.6941896024464832
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5}",0.8143063124102945,0.36164067013287116,0.38291011688835147,0.3315749811605124,0.9359333333333333,0.41733333333333333,0.31666666666666665,0.22,0.31906218144750254,0.4841997961264016,0.672782874617737
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10}",0.8147202511459801,0.3847487001733102,0.3792825473599355,0.3328309469982417,0.9360666666666667,0.444,0.31366666666666665,0.22083333333333333,0.3394495412844037,0.4796126401630989,0.6753312945973496
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2}",0.8089939592684721,0.40496822645869435,0.4014510278113664,0.3240391861341372,0.9366333333333333,0.4673333333333333,0.332,0.215,0.35728848114169215,0.5076452599388379,0.6574923547400612
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5}",0.8177487971581308,0.389948006932409,0.37767029423619514,0.3265511178095956,0.9348333333333333,0.45,0.31233333333333335,0.21666666666666667,0.3440366972477064,0.47757390417940876,0.6625891946992865
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10}",0.8224026312331763,0.35528596187175043,0.38291011688835147,0.3255463451394122,0.9346666666666666,0.41,0.31666666666666665,0.216,0.31345565749235477,0.4841997961264016,0.6605504587155964
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2}",0.6199790818329486,0.27036395147313697,0.29020556227327693,0.22682743029389602,0.9185333333333333,0.312,0.24,0.1505,0.23853211009174313,0.3669724770642202,0.4602446483180428
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5}",0.6427513566668914,0.2697862507221259,0.2978637646110439,0.23461441848781714,0.9205,0.31133333333333335,0.24633333333333332,0.15566666666666668,0.23802242609582058,0.3766564729867482,0.47604485219164117
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10}",0.6981242745483249,0.2900057770075101,0.3309149536477227,0.27430293896006025,0.9231666666666667,0.33466666666666667,0.27366666666666667,0.182,0.2558613659531091,0.4184505606523955,0.5565749235474006
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2}",0.6527936929050491,0.28191796649335643,0.30511890366787586,0.2408942476764632,0.9185333333333333,0.3253333333333333,0.25233333333333335,0.15983333333333333,0.24872579001019368,0.3858307849133537,0.4887869520897044
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5}",0.6669831513791643,0.3079145002888503,0.3228536880290206,0.25998492840994725,0.9265,0.35533333333333333,0.267,0.1725,0.2716615698267074,0.40825688073394495,0.5275229357798165
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10}",0.6895968839144254,0.29116117850953205,0.3341394598952035,0.2773172569706104,0.9247333333333333,0.336,0.2763333333333333,0.184,0.25688073394495414,0.42252803261977573,0.5626911314984709
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2}",0.5948705190327471,0.2755632582322357,0.5820233776702942,0.4928409947249435,0.8993333333333333,0.318,0.48133333333333334,0.327,0.24311926605504589,0.7359836901121305,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5}",0.6287857006935178,0.266897746967071,0.2926239419588876,0.4928409947249435,0.9103333333333333,0.308,0.242,0.327,0.23547400611620795,0.37003058103975534,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10}",0.6686237092386413,0.2876949740034662,0.2950423216444982,0.4928409947249435,0.9153666666666667,0.332,0.244,0.327,0.25382262996941896,0.3730886850152905,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2}",0.6026959262145977,0.29231658001155403,0.6021765417170497,0.4928409947249435,0.9021,0.3373333333333333,0.498,0.327,0.2579001019367992,0.7614678899082569,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 5}",0.6376213867025813,0.25823223570190634,0.28012898024989924,0.4928409947249435,0.9112666666666667,0.298,0.23166666666666666,0.327,0.22782874617737003,0.35423037716615696,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10}",0.6735597527863562,0.2882726747544772,0.2978637646110439,0.4928409947249435,0.9154333333333333,0.33266666666666667,0.24633333333333332,0.327,0.2543323139653415,0.3766564729867482,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 2}",0.6033380120717196,0.29520508376660887,0.5876662636033857,0.4928409947249435,0.9011333333333333,0.3406666666666667,0.486,0.327,0.2604485219164118,0.7431192660550459,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 5}",0.6370865075422978,0.268630849220104,0.30511890366787586,0.4928409947249435,0.9110333333333334,0.31,0.25233333333333335,0.327,0.23700305810397554,0.3858307849133537,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 10}",0.6831819696568782,0.3038705950317735,0.31277710600564285,0.4928409947249435,0.9190333333333334,0.3506666666666667,0.25866666666666666,0.327,0.26809378185524974,0.39551478083588176,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 2}",0.6046371263726183,0.29520508376660887,0.6062071745264006,0.4928409947249435,0.9026333333333333,0.3406666666666667,0.5013333333333333,0.327,0.2604485219164118,0.7665647298674821,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 5}",0.6348750138064411,0.24378971692663198,0.27650141072148327,0.4928409947249435,0.9106,0.2813333333333333,0.22866666666666666,0.327,0.21508664627930682,0.34964322120285424,1.0
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 10}",0.6795082929174538,0.28653957250144424,0.2978637646110439,0.4928409947249435,0.918,0.33066666666666666,0.24633333333333332,0.327,0.2528032619775739,0.3766564729867482,1.0
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 1, 'weights': 'uniform'}",0.5783133331719097,0.2316580011554015,0.6694881096332125,0.4928409947249435,0.9033333333333333,0.2673333333333333,0.5536666666666666,0.327,0.20438328236493375,0.8465851172273191,1.0
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 1, 'weights': 'distance'}",0.5783133331719097,0.2316580011554015,0.6694881096332125,0.4928409947249435,0.9033333333333333,0.2673333333333333,0.5536666666666666,0.327,0.20438328236493375,0.8465851172273191,1.0
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'uniform'}",0.6807548082226256,0.29116117850953205,0.4022571543732366,0.29213765385581514,0.9332,0.336,0.33266666666666667,0.19383333333333333,0.25688073394495414,0.508664627930683,0.5927624872579002
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'distance'}",0.6789727684264817,0.23512420566146733,0.27327690447400244,0.30243657372519467,0.9224666666666667,0.2713333333333333,0.226,0.20066666666666666,0.2074413863404689,0.345565749235474,0.6136595310907238
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 25, 'weights': 'uniform'}",0.7315566034271677,0.36164067013287116,0.3430068520757759,0.29590555136900276,0.9355333333333333,0.41733333333333333,0.2836666666666667,0.19633333333333333,0.31906218144750254,0.4337410805300714,0.6004077471967381
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 25, 'weights': 'distance'}",0.7312449632394191,0.2466782206816869,0.2885933091495365,0.26576237126350166,0.9267,0.2846666666666667,0.23866666666666667,0.17633333333333334,0.21763506625891946,0.36493374108053006,0.5392456676860347
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 50, 'weights': 'uniform'}",0.7413239197218803,0.32986712882726743,0.3365578395808142,0.3119819140919367,0.9350333333333334,0.38066666666666665,0.2783333333333333,0.207,0.2910295616717635,0.4255861365953109,0.6330275229357798
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'auto', 'n_neighbors': 50, 'weights': 'distance'}",0.7455335572321793,0.2391681109185442,0.2881902458686014,0.26827430293896004,0.9267666666666666,0.276,0.23833333333333334,0.178,0.21100917431192662,0.36442405708460757,0.5443425076452599
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'uniform'}",0.5780406582329398,0.2310803004043905,0.6690850463522773,0.4928409947249435,0.9032666666666667,0.26666666666666666,0.5533333333333333,0.327,0.2038735983690112,0.8460754332313966,1.0
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'distance'}",0.5780406582329398,0.2310803004043905,0.6690850463522773,0.4928409947249435,0.9032666666666667,0.26666666666666666,0.5533333333333333,0.327,0.2038735983690112,0.8460754332313966,1.0
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.6807271498946494,0.29116117850953205,0.4022571543732366,0.29163526752072344,0.9332,0.336,0.33266666666666667,0.1935,0.25688073394495414,0.508664627930683,0.591743119266055
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.6789461917090966,0.23512420566146733,0.27327690447400244,0.30193418739010297,0.9224666666666667,0.2713333333333333,0.226,0.20033333333333334,0.2074413863404689,0.345565749235474,0.6126401630988787
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 25, 'weights': 'uniform'}",0.7315512499091993,0.36106296938186017,0.3430068520757759,0.29590555136900276,0.9355333333333333,0.4166666666666667,0.2836666666666667,0.19633333333333333,0.31855249745158004,0.4337410805300714,0.6004077471967381
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 25, 'weights': 'distance'}",0.7312489715610219,0.2466782206816869,0.2885933091495365,0.26576237126350166,0.9267,0.2846666666666667,0.23866666666666667,0.17633333333333334,0.21763506625891946,0.36493374108053006,0.5392456676860347
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 50, 'weights': 'uniform'}",0.741318538936418,0.32986712882726743,0.3365578395808142,0.3119819140919367,0.9350666666666667,0.38066666666666665,0.2783333333333333,0.207,0.2910295616717635,0.4255861365953109,0.6330275229357798
KNN,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=50, p=2,
           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 50, 'weights': 'distance'}",0.7455315212593016,0.2385904101675332,0.2881902458686014,0.26827430293896004,0.9267666666666666,0.2753333333333333,0.23833333333333334,0.178,0.21049949031600407,0.36442405708460757,0.5443425076452599
